"","Author","TE","SE"
"1","Fahmy, 2018",1.21354490903974,0.503571825396669
"2","Grant, 2010",0.637777644105004,0.347081435510194
"3","Hernandez, 2016",1.45494037282725,0.332829423775622
"4","Holzel, 2007",1.08790728404256,0.339705939011964
"5","Luders, 2009",0.104077383051076,0.30172293172875
"6","Luders, 2015b",0.71249104859335,0.206343451555895
"7","Murakami, 2012",0.0184254071052774,0.324450024562425
