-0.267625899,0.167625899
-0.242446043,0.117266187
-0.181294964,0.117266187
-0.15971223,0.074100719
-0.156115108,0.048920863
-0.145323741,0.038129496
-0.145323741,
-0.127338129,
-0.105755396,
-0.094964029,
-0.087769784,
-0.087769784,
-0.098561151,
-0.06618705,
-0.055395683,
-0.044604317,
-0.051798561,
-0.041007194,
-0.026618705,
-0.026618705,
-0.03381295,
-0.023021583,
-0.037410072,
-0.015827338,
-0.015827338,
-0.026618705,
-0.008633094,
-0.005035971,
-0.005035971,
0.002158273,
-0.005035971,
-0.005035971,
0.005755396,
0.005755396,
0.009352518,
0.020143885,
0.005755396,
0.020143885,
0.027338129,
0.023741007,
0.038129496,
0.038129496,
0.052517986,
0.063309353,
0.063309353,
0.066906475,
0.066906475,
0.081294964,
0.088489209,
0.088489209,
0.084892086,
0.092086331,
0.099280576,
0.095683453,
0.102877698,
0.099280576,
0.099280576,
0.124460432,
0.117266187,
0.10647482,
0.10647482,
0.10647482,
0.117266187,
0.128057554,
0.131654676,
0.164028777,
0.160431655,
